Id,Measure,ValueAttribute,Value,StringValue,RegioS
805531,M000297,None,322.0,,BU06420804
805537,1014800_1,None,73.0,,BU06420804
805538,1014850_2,None,27.0,,BU06420804
805628,M000297,None,17.0,,BU06420805
805697,M000297,None,150.0,,WK064209
805703,1014800_1,None,88.0,,WK064209
805704,1014850_2,None,12.0,,WK064209
805778,M000297,None,11.0,,BU06420901
805815,M000297,None,7.0,,BU06420902
805868,M000297,None,39.0,,BU06420903
805873,1014800_1,None,92.0,,BU06420903
805874,1014850_2,None,8.0,,BU06420903
805941,M000297,None,56.0,,BU06420904
805946,1014800_1,None,89.0,,BU06420904
805947,1014850_2,None,11.0,,BU06420904
806027,M000297,None,29.0,,BU06420905
806032,1014800_1,None,90.0,,BU06420905
806033,1014850_2,None,10.0,,BU06420905
806081,M000297,None,8.0,,BU06420906
806115,M000297,None,0.0,,BU06420907
806164,M000297,None,6091.0,,GM0643
806170,1014800_1,None,60.0,,GM0643
806171,1014850_2,None,39.0,,GM0643
806267,M000297,None,3289.0,,WK064300
806273,1014800_1,None,62.0,,WK064300
806274,1014850_2,None,37.0,,WK064300
806371,M000297,None,457.0,,BU06430000
806377,1014800_1,None,65.0,,BU06430000
806378,1014850_2,None,35.0,,BU06430000
806467,M000297,None,140.0,,BU06430001
806473,1014800_1,None,82.0,,BU06430001
806474,1014850_2,None,17.0,,BU06430001
806558,M000297,None,243.0,,BU06430002
806564,1014800_1,None,82.0,,BU06430002
806565,1014850_2,None,16.0,,BU06430002
806651,M000297,None,98.0,,BU06430003
806657,1014800_1,None,86.0,,BU06430003
806658,1014850_2,None,12.0,,BU06430003
806748,M000297,None,571.0,,BU06430004
806754,1014800_1,None,62.0,,BU06430004
806755,1014850_2,None,38.0,,BU06430004
806848,M000297,None,208.0,,BU06430005
806854,1014800_1,None,65.0,,BU06430005
806855,1014850_2,None,35.0,,BU06430005
806951,M000297,None,528.0,,BU06430006
806957,1014800_1,None,53.0,,BU06430006
806958,1014850_2,None,46.0,,BU06430006
807055,M000297,None,355.0,,BU06430007
807061,1014800_1,None,32.0,,BU06430007
807062,1014850_2,None,68.0,,BU06430007
807157,M000297,None,263.0,,BU06430008
807163,1014800_1,None,50.0,,BU06430008
807164,1014850_2,None,50.0,,BU06430008
807252,M000297,None,346.0,,BU06430009
807258,1014800_1,None,78.0,,BU06430009
807259,1014850_2,None,21.0,,BU06430009
807339,M000297,None,8.0,,BU06430010
807395,M000297,None,72.0,,BU06430011
807400,1014800_1,None,76.0,,BU06430011
807401,1014850_2,None,18.0,,BU06430011
807488,M000297,None,2802.0,,WK064301
807494,1014800_1,None,57.0,,WK064301
807495,1014850_2,None,42.0,,WK064301
807592,M000297,None,890.0,,BU06430100
807598,1014800_1,None,48.0,,BU06430100
807599,1014850_2,None,52.0,,BU06430100
807696,M000297,None,560.0,,BU06430101
807702,1014800_1,None,51.0,,BU06430101
807703,1014850_2,None,49.0,,BU06430101
807800,M000297,None,374.0,,BU06430102
807806,1014800_1,None,46.0,,BU06430102
807807,1014850_2,None,54.0,,BU06430102
807896,M000297,None,99.0,,BU06430103
807902,1014800_1,None,87.0,,BU06430103
807903,1014850_2,None,13.0,,BU06430103
807979,M000297,None,15.0,,BU06430104
808045,M000297,None,516.0,,BU06430105
808051,1014800_1,None,73.0,,BU06430105
808052,1014850_2,None,27.0,,BU06430105
808143,M000297,None,156.0,,BU06430106
808149,1014800_1,None,58.0,,BU06430106
808150,1014850_2,None,33.0,,BU06430106
808239,M000297,None,22.0,,BU06430107
808244,1014800_1,None,64.0,,BU06430107
808245,1014850_2,None,36.0,,BU06430107
808316,M000297,None,162.0,,BU06430108
808322,1014800_1,None,85.0,,BU06430108
808323,1014850_2,None,14.0,,BU06430108
808397,M000297,None,8.0,,BU06430109
808452,M000297,None,3249.0,,GM0644
808458,1014800_1,None,66.0,,GM0644
808459,1014850_2,None,34.0,,GM0644
808555,M000297,None,2237.0,,WK064400
808561,1014800_1,None,70.0,,WK064400
808562,1014850_2,None,30.0,,WK064400
808658,M000297,None,1641.0,,BU06440000
808664,1014800_1,None,69.0,,BU06440000
808665,1014850_2,None,31.0,,BU06440000
808762,M000297,None,533.0,,BU06440008
808768,1014800_1,None,72.0,,BU06440008
808769,1014850_2,None,27.0,,BU06440008
808858,M000297,None,63.0,,BU06440009
808863,1014800_1,None,76.0,,BU06440009
808864,1014850_2,None,16.0,,BU06440009
808948,M000297,None,1012.0,,WK064401
808954,1014800_1,None,57.0,,WK064401
808955,1014850_2,None,42.0,,WK064401
809050,M000297,None,1012.0,,BU06440100
809056,1014800_1,None,57.0,,BU06440100
809057,1014850_2,None,42.0,,BU06440100
809154,M000297,None,4493.0,,GM0653
809160,1014800_1,None,68.0,,GM0653
809161,1014850_2,None,32.0,,GM0653
809257,M000297,None,2546.0,,WK065300
809263,1014800_1,None,61.0,,WK065300
809264,1014850_2,None,38.0,,WK065300
809361,M000297,None,1710.0,,BU06530000
809367,1014800_1,None,53.0,,BU06530000
809368,1014850_2,None,46.0,,BU06530000
809462,M000297,None,336.0,,BU06530001
809468,1014800_1,None,75.0,,BU06530001
809469,1014850_2,None,25.0,,BU06530001
809558,M000297,None,143.0,,BU06530002
809564,1014800_1,None,71.0,,BU06530002
809565,1014850_2,None,29.0,,BU06530002
809642,M000297,None,49.0,,BU06530003
809647,1014800_1,None,92.0,,BU06530003
809648,1014850_2,None,8.0,,BU06530003
809712,M000297,None,152.0,,BU06530004
809718,1014800_1,None,82.0,,BU06530004
809719,1014850_2,None,17.0,,BU06530004
809789,M000297,None,5.0,,BU06530007
809838,M000297,None,138.0,,BU06530008
809844,1014800_1,None,86.0,,BU06530008
809845,1014850_2,None,14.0,,BU06530008
809916,M000297,None,13.0,,BU06530009
809973,M000297,None,490.0,,WK065301
809979,1014800_1,None,82.0,,WK065301
809980,1014850_2,None,18.0,,WK065301
810068,M000297,None,83.0,,BU06530100
810074,1014800_1,None,87.0,,BU06530100
810075,1014850_2,None,13.0,,BU06530100
810157,M000297,None,163.0,,BU06530101
810163,1014800_1,None,80.0,,BU06530101
810164,1014850_2,None,20.0,,BU06530101
810252,M000297,None,105.0,,BU06530102
810258,1014800_1,None,76.0,,BU06530102
810259,1014850_2,None,24.0,,BU06530102
810348,M000297,None,22.0,,BU06530103
810353,1014800_1,None,86.0,,BU06530103
810354,1014850_2,None,14.0,,BU06530103
810414,M000297,None,105.0,,BU06530107
810420,1014800_1,None,87.0,,BU06530107
810421,1014850_2,None,13.0,,BU06530107
810487,M000297,None,6.0,,BU06530108
810521,M000297,None,6.0,,BU06530109
810576,M000297,None,623.0,,WK065302
810582,1014800_1,None,72.0,,WK065302
810583,1014850_2,None,28.0,,WK065302
810672,M000297,None,481.0,,BU06530200
810678,1014800_1,None,69.0,,BU06530200
810679,1014850_2,None,31.0,,BU06530200
810770,M000297,None,48.0,,BU06530201
810775,1014800_1,None,88.0,,BU06530201
810776,1014850_2,None,13.0,,BU06530201
810841,M000297,None,66.0,,BU06530202
810847,1014800_1,None,79.0,,BU06530202
810848,1014850_2,None,21.0,,BU06530202
810910,M000297,None,13.0,,BU06530208
810954,M000297,None,15.0,,BU06530209
811015,M000297,None,834.0,,WK065303
811021,1014800_1,None,76.0,,WK065303
811022,1014850_2,None,24.0,,WK065303
811115,M000297,None,495.0,,BU06530300
811121,1014800_1,None,73.0,,BU06530300
811122,1014850_2,None,27.0,,BU06530300
811210,M000297,None,185.0,,BU06530301
811216,1014800_1,None,78.0,,BU06530301
811217,1014850_2,None,22.0,,BU06530301
811303,M000297,None,118.0,,BU06530308
811309,1014800_1,None,86.0,,BU06530308
811310,1014850_2,None,14.0,,BU06530308
811389,M000297,None,36.0,,BU06530309
811394,1014800_1,None,83.0,,BU06530309
811395,1014850_2,None,17.0,,BU06530309
811461,M000297,None,9641.0,,GM0654
811467,1014800_1,None,71.0,,GM0654
811468,1014850_2,None,29.0,,GM0654
811564,M000297,None,2752.0,,WK065400
811570,1014800_1,None,69.0,,WK065400
811571,1014850_2,None,31.0,,WK065400
811668,M000297,None,776.0,,BU06540000
811674,1014800_1,None,64.0,,BU06540000
811675,1014850_2,None,36.0,,BU06540000
811772,M000297,None,470.0,,BU06540001
811778,1014800_1,None,70.0,,BU06540001
811779,1014850_2,None,30.0,,BU06540001
811875,M000297,None,431.0,,BU06540002
811881,1014800_1,None,58.0,,BU06540002
811882,1014850_2,None,41.0,,BU06540002
811978,M000297,None,537.0,,BU06540003
811984,1014800_1,None,66.0,,BU06540003
811985,1014850_2,None,34.0,,BU06540003
812060,M000297,None,3.0,,BU06540004
812112,M000297,None,134.0,,BU06540006
812118,1014800_1,None,87.0,,BU06540006
812119,1014850_2,None,13.0,,BU06540006
812203,M000297,None,83.0,,BU06540007
812209,1014800_1,None,78.0,,BU06540007
812210,1014850_2,None,18.0,,BU06540007
812292,M000297,None,105.0,,BU06540008
812298,1014800_1,None,90.0,,BU06540008
812299,1014850_2,None,10.0,,BU06540008
812388,M000297,None,213.0,,BU06540009
812394,1014800_1,None,92.0,,BU06540009
812395,1014850_2,None,8.0,,BU06540009
812487,M000297,None,4577.0,,WK065401
812493,1014800_1,None,68.0,,WK065401
812494,1014850_2,None,32.0,,WK065401
812591,M000297,None,2179.0,,BU06540100
812597,1014800_1,None,66.0,,BU06540100
812598,1014850_2,None,33.0,,BU06540100
812697,M000297,None,1685.0,,BU06540101
812703,1014800_1,None,63.0,,BU06540101
812704,1014850_2,None,37.0,,BU06540101
812795,M000297,None,206.0,,BU06540102
812801,1014800_1,None,81.0,,BU06540102
812802,1014850_2,None,19.0,,BU06540102
812890,M000297,None,154.0,,BU06540103
812896,1014800_1,None,78.0,,BU06540103
812897,1014850_2,None,22.0,,BU06540103
812985,M000297,None,162.0,,BU06540106
812991,1014800_1,None,89.0,,BU06540106
812992,1014850_2,None,10.0,,BU06540106
813074,M000297,None,83.0,,BU06540107
813080,1014800_1,None,92.0,,BU06540107
813081,1014850_2,None,8.0,,BU06540107
813162,M000297,None,52.0,,BU06540108
813167,1014800_1,None,85.0,,BU06540108
813168,1014850_2,None,15.0,,BU06540108
813247,M000297,None,56.0,,BU06540109
813252,1014800_1,None,88.0,,BU06540109
813253,1014850_2,None,11.0,,BU06540109
813337,M000297,None,1288.0,,WK065402
813343,1014800_1,None,74.0,,WK065402
813344,1014850_2,None,26.0,,WK065402
813439,M000297,None,412.0,,BU06540200
813445,1014800_1,None,71.0,,BU06540200
813446,1014850_2,None,29.0,,BU06540200
813542,M000297,None,243.0,,BU06540201
813548,1014800_1,None,73.0,,BU06540201
813549,1014850_2,None,27.0,,BU06540201
813645,M000297,None,303.0,,BU06540202
813651,1014800_1,None,57.0,,BU06540202
813652,1014850_2,None,43.0,,BU06540202
813741,M000297,None,124.0,,BU06540207
813747,1014800_1,None,91.0,,BU06540207
813748,1014850_2,None,9.0,,BU06540207
813833,M000297,None,61.0,,BU06540208
813839,1014800_1,None,90.0,,BU06540208
813840,1014850_2,None,10.0,,BU06540208
813922,M000297,None,145.0,,BU06540209
813928,1014800_1,None,94.0,,BU06540209
813929,1014850_2,None,6.0,,BU06540209
814019,M000297,None,1024.0,,WK065403
814025,1014800_1,None,81.0,,WK065403
814026,1014850_2,None,18.0,,WK065403
814114,M000297,None,201.0,,BU06540300
814120,1014800_1,None,78.0,,BU06540300
814121,1014850_2,None,22.0,,BU06540300
814215,M000297,None,223.0,,BU06540301
814221,1014800_1,None,82.0,,BU06540301
814222,1014850_2,None,18.0,,BU06540301
814311,M000297,None,181.0,,BU06540302
814317,1014800_1,None,84.0,,BU06540302
814318,1014850_2,None,16.0,,BU06540302
814405,M000297,None,181.0,,BU06540303
814411,1014800_1,None,70.0,,BU06540303
814412,1014850_2,None,30.0,,BU06540303
814500,M000297,None,55.0,,BU06540306
814505,1014800_1,None,91.0,,BU06540306
814506,1014850_2,None,9.0,,BU06540306
814584,M000297,None,86.0,,BU06540307
814590,1014800_1,None,88.0,,BU06540307
814591,1014850_2,None,10.0,,BU06540307
814672,M000297,None,70.0,,BU06540308
814678,1014800_1,None,93.0,,BU06540308
814679,1014850_2,None,7.0,,BU06540308
814758,M000297,None,27.0,,BU06540309
814763,1014800_1,None,96.0,,BU06540309
814764,1014850_2,None,4.0,,BU06540309
814830,M000297,None,17410.0,,GM0664
814836,1014800_1,None,58.0,,GM0664
814837,1014850_2,None,42.0,,GM0664
814933,M000297,None,13003.0,,WK066401
814939,1014800_1,None,51.0,,WK066401
814940,1014850_2,None,48.0,,WK066401
815037,M000297,None,1458.0,,BU06640101
815043,1014800_1,None,35.0,,BU06640101
815044,1014850_2,None,63.0,,BU06640101
815143,M000297,None,2972.0,,BU06640102
815149,1014800_1,None,53.0,,BU06640102
815150,1014850_2,None,47.0,,BU06640102
815249,M000297,None,2333.0,,BU06640103
815255,1014800_1,None,31.0,,BU06640103
815256,1014850_2,None,69.0,,BU06640103
815355,M000297,None,1579.0,,BU06640104
815361,1014800_1,None,52.0,,BU06640104
815362,1014850_2,None,48.0,,BU06640104
815461,M000297,None,2753.0,,BU06640105
815467,1014800_1,None,50.0,,BU06640105
815468,1014850_2,None,49.0,,BU06640105
815567,M000297,None,576.0,,BU06640106
815573,1014800_1,None,88.0,,BU06640106
815574,1014850_2,None,12.0,,BU06640106
815669,M000297,None,70.0,,BU06640107
815675,1014800_1,None,30.0,,BU06640107
815676,1014850_2,None,69.0,,BU06640107
815750,M000297,None,41.0,,BU06640108
815755,1014800_1,None,76.0,,BU06640108
815756,1014850_2,None,24.0,,BU06640108
815826,M000297,None,400.0,,BU06640109
815832,1014800_1,None,95.0,,BU06640109
815833,1014850_2,None,5.0,,BU06640109
815921,M000297,None,782.0,,BU06640110
815927,1014800_1,None,90.0,,BU06640110
815928,1014850_2,None,10.0,,BU06640110
816019,M000297,None,39.0,,BU06640111
816024,1014800_1,None,100.0,,BU06640111
816025,1014850_2,None,0.0,,BU06640111
816095,M000297,None,308.0,,WK066402
816101,1014800_1,None,72.0,,WK066402
816102,1014850_2,None,27.0,,WK066402
816189,M000297,None,283.0,,BU06640200
816195,1014800_1,None,71.0,,BU06640200
816196,1014850_2,None,29.0,,BU06640200
816284,M000297,None,25.0,,BU06640209
816289,1014800_1,None,88.0,,BU06640209
816290,1014850_2,None,8.0,,BU06640209
816355,M000297,None,1425.0,,WK066403
816361,1014800_1,None,77.0,,WK066403
816362,1014850_2,None,23.0,,WK066403
816457,M000297,None,797.0,,BU06640300
816463,1014800_1,None,68.0,,BU06640300
816464,1014850_2,None,32.0,,BU06640300
816561,M000297,None,565.0,,BU06640301
816567,1014800_1,None,91.0,,BU06640301
816568,1014850_2,None,9.0,,BU06640301
816657,M000297,None,41.0,,BU06640308
816662,1014800_1,None,63.0,,BU06640308
816663,1014850_2,None,24.0,,BU06640308
816724,M000297,None,22.0,,BU06640309
816729,1014800_1,None,59.0,,BU06640309
816730,1014850_2,None,41.0,,BU06640309
816796,M000297,None,264.0,,WK066404
816802,1014800_1,None,80.0,,WK066404
816803,1014850_2,None,17.0,,WK066404
816895,M000297,None,190.0,,BU06640400
816901,1014800_1,None,78.0,,BU06640400
816902,1014850_2,None,18.0,,BU06640400
816990,M000297,None,74.0,,BU06640409
816996,1014800_1,None,86.0,,BU06640409
816997,1014850_2,None,14.0,,BU06640409
817085,M000297,None,590.0,,WK066405
817091,1014800_1,None,68.0,,WK066405
817092,1014850_2,None,32.0,,WK066405
817187,M000297,None,516.0,,BU06640500
817193,1014800_1,None,67.0,,BU06640500
817194,1014850_2,None,33.0,,BU06640500
817285,M000297,None,52.0,,BU06640501
817290,1014800_1,None,75.0,,BU06640501
817291,1014850_2,None,25.0,,BU06640501
817368,M000297,None,22.0,,BU06640509
817373,1014800_1,None,91.0,,BU06640509
817374,1014850_2,None,9.0,,BU06640509
817435,M000297,None,100.0,,WK066406
817441,1014800_1,None,84.0,,WK066406
817442,1014850_2,None,16.0,,WK066406
817525,M000297,None,100.0,,BU06640600
817531,1014800_1,None,84.0,,BU06640600
817532,1014850_2,None,16.0,,BU06640600
817622,M000297,None,533.0,,WK066407
817628,1014800_1,None,85.0,,WK066407
817629,1014850_2,None,15.0,,WK066407
817722,M000297,None,489.0,,BU06640700
817728,1014800_1,None,84.0,,BU06640700
817729,1014850_2,None,16.0,,BU06640700
817817,M000297,None,27.0,,BU06640708
817822,1014800_1,None,96.0,,BU06640708
817823,1014850_2,None,4.0,,BU06640708
817877,M000297,None,17.0,,BU06640709
817938,M000297,None,1059.0,,WK066408
817944,1014800_1,None,77.0,,WK066408
817945,1014850_2,None,23.0,,WK066408
818040,M000297,None,731.0,,BU06640800
818046,1014800_1,None,70.0,,BU06640800
818047,1014850_2,None,30.0,,BU06640800
818138,M000297,None,328.0,,BU06640809
818144,1014800_1,None,92.0,,BU06640809
818145,1014850_2,None,8.0,,BU06640809
818232,M000297,None,128.0,,WK066409
818238,1014800_1,None,88.0,,WK066409
818239,1014850_2,None,11.0,,WK066409
818326,M000297,None,128.0,,BU06640900
818332,1014800_1,None,88.0,,BU06640900
818333,1014850_2,None,11.0,,BU06640900
818427,M000297,None,7647.0,,GM0668
818433,1014800_1,None,67.0,,GM0668
818434,1014850_2,None,31.0,,GM0668
818530,M000297,None,671.0,,WK066801
818536,1014800_1,None,71.0,,WK066801
818537,1014850_2,None,27.0,,WK066801
818631,M000297,None,368.0,,BU06680100
818637,1014800_1,None,58.0,,BU06680100
818638,1014850_2,None,40.0,,BU06680100
818727,M000297,None,303.0,,BU06680101
818733,1014800_1,None,87.0,,BU06680101
818734,1014850_2,None,12.0,,BU06680101
818823,M000297,None,208.0,,WK066802
818829,1014800_1,None,83.0,,WK066802
818830,1014850_2,None,13.0,,WK066802
818912,M000297,None,132.0,,BU06680200
818918,1014800_1,None,81.0,,BU06680200
818919,1014850_2,None,16.0,,BU06680200
819002,M000297,None,76.0,,BU06680201
819008,1014800_1,None,87.0,,BU06680201
819009,1014850_2,None,9.0,,BU06680201
819095,M000297,None,333.0,,WK066803
819101,1014800_1,None,74.0,,WK066803
819102,1014850_2,None,25.0,,WK066803
819194,M000297,None,212.0,,BU06680300
819200,1014800_1,None,68.0,,BU06680300
819201,1014850_2,None,31.0,,BU06680300
819289,M000297,None,121.0,,BU06680301
819295,1014800_1,None,83.0,,BU06680301
819296,1014850_2,None,14.0,,BU06680301
819386,M000297,None,2616.0,,WK066804
819392,1014800_1,None,61.0,,WK066804
819393,1014850_2,None,38.0,,WK066804
819490,M000297,None,2526.0,,BU06680400
819496,1014800_1,None,60.0,,BU06680400
819497,1014850_2,None,38.0,,BU06680400
819596,M000297,None,90.0,,BU06680401
819602,1014800_1,None,71.0,,BU06680401
819603,1014850_2,None,26.0,,BU06680401
819691,M000297,None,842.0,,WK066805
819697,1014800_1,None,68.0,,WK066805
819698,1014850_2,None,27.0,,WK066805
819793,M000297,None,590.0,,BU06680500
819799,1014800_1,None,61.0,,BU06680500
819800,1014850_2,None,33.0,,BU06680500
819892,M000297,None,252.0,,BU06680501
819898,1014800_1,None,85.0,,BU06680501
819899,1014850_2,None,12.0,,BU06680501
819993,M000297,None,1403.0,,WK066806
819999,1014800_1,None,70.0,,WK066806
820000,1014850_2,None,28.0,,WK066806
820095,M000297,None,1092.0,,BU06680600
820101,1014800_1,None,65.0,,BU06680600
820102,1014850_2,None,32.0,,BU06680600
820194,M000297,None,311.0,,BU06680601
820200,1014800_1,None,85.0,,BU06680601
820201,1014850_2,None,12.0,,BU06680601
820293,M000297,None,551.0,,WK066807
820299,1014800_1,None,69.0,,WK066807
820300,1014850_2,None,28.0,,WK066807
820394,M000297,None,303.0,,BU06680700
820400,1014800_1,None,60.0,,BU06680700
820401,1014850_2,None,38.0,,BU06680700
820496,M000297,None,248.0,,BU06680701
820502,1014800_1,None,80.0,,BU06680701
820503,1014850_2,None,17.0,,BU06680701
820594,M000297,None,1023.0,,WK066808
820600,1014800_1,None,67.0,,WK066808
820601,1014850_2,None,30.0,,WK066808
820696,M000297,None,911.0,,BU06680800
820702,1014800_1,None,65.0,,BU06680800
820703,1014850_2,None,32.0,,BU06680800
820793,M000297,None,112.0,,BU06680801
820799,1014800_1,None,86.0,,BU06680801
820800,1014850_2,None,11.0,,BU06680801
820889,M000297,None,13046.0,,GM0677
820895,1014800_1,None,72.0,,GM0677
820896,1014850_2,None,28.0,,GM0677
820992,M000297,None,5234.0,,WK067701
820998,1014800_1,None,64.0,,WK067701
820999,1014850_2,None,36.0,,WK067701
821096,M000297,None,906.0,,BU06770101
821102,1014800_1,None,36.0,,BU06770101
821103,1014850_2,None,63.0,,BU06770101
821200,M000297,None,1136.0,,BU06770102
821206,1014800_1,None,66.0,,BU06770102
821207,1014850_2,None,32.0,,BU06770102
821296,M000297,None,71.0,,BU06770103
821302,1014800_1,None,82.0,,BU06770103
821303,1014850_2,None,18.0,,BU06770103
821377,M000297,None,265.0,,BU06770104
821383,1014800_1,None,18.0,,BU06770104
821384,1014850_2,None,82.0,,BU06770104
821473,M000297,None,1683.0,,BU06770105
821479,1014800_1,None,73.0,,BU06770105
821480,1014850_2,None,27.0,,BU06770105
821572,M000297,None,136.0,,BU06770106
821578,1014800_1,None,77.0,,BU06770106
821579,1014850_2,None,23.0,,BU06770106
821659,M000297,None,14.0,,BU06770107
821721,M000297,None,521.0,,BU06770108
821727,1014800_1,None,70.0,,BU06770108
821728,1014850_2,None,29.0,,BU06770108
821823,M000297,None,370.0,,BU06770109
821829,1014800_1,None,90.0,,BU06770109
821830,1014850_2,None,10.0,,BU06770109
821920,M000297,None,63.0,,BU06770110
821926,1014800_1,None,90.0,,BU06770110
821927,1014850_2,None,8.0,,BU06770110
822006,M000297,None,69.0,,BU06770112
822012,1014800_1,None,88.0,,BU06770112
822013,1014850_2,None,12.0,,BU06770112
822097,M000297,None,1429.0,,WK067702
822103,1014800_1,None,73.0,,WK067702
822104,1014850_2,None,27.0,,WK067702
822201,M000297,None,1416.0,,BU06770213
822207,1014800_1,None,73.0,,BU06770213
822208,1014850_2,None,27.0,,BU06770213
822291,M000297,None,13.0,,BU06770214
822348,M000297,None,1062.0,,WK067703
822354,1014800_1,None,74.0,,WK067703
822355,1014850_2,None,25.0,,WK067703
822450,M000297,None,1050.0,,BU06770315
822456,1014800_1,None,75.0,,BU06770315
822457,1014850_2,None,25.0,,BU06770315
822538,M000297,None,12.0,,BU06770316
822589,M000297,None,531.0,,WK067704
822595,1014800_1,None,85.0,,WK067704
822596,1014850_2,None,15.0,,WK067704
822682,M000297,None,308.0,,BU06770417
822688,1014800_1,None,79.0,,BU06770417
822689,1014850_2,None,21.0,,BU06770417
822777,M000297,None,50.0,,BU06770418
822782,1014800_1,None,88.0,,BU06770418
822783,1014850_2,None,12.0,,BU06770418
822845,M000297,None,66.0,,BU06770419
822850,1014800_1,None,95.0,,BU06770419
822851,1014850_2,None,5.0,,BU06770419
822914,M000297,None,107.0,,BU06770420
822920,1014800_1,None,93.0,,BU06770420
822921,1014850_2,None,6.0,,BU06770420
823007,M000297,None,507.0,,WK067705
823013,1014800_1,None,82.0,,WK067705
823014,1014850_2,None,18.0,,WK067705
823106,M000297,None,490.0,,BU06770521
823112,1014800_1,None,82.0,,BU06770521
823113,1014850_2,None,18.0,,BU06770521
823191,M000297,None,17.0,,BU06770522
823249,M000297,None,510.0,,WK067706
823255,1014800_1,None,81.0,,WK067706
823256,1014850_2,None,19.0,,WK067706
823348,M000297,None,413.0,,BU06770623
823354,1014800_1,None,80.0,,BU06770623
823355,1014850_2,None,20.0,,BU06770623
823444,M000297,None,97.0,,BU06770624
823450,1014800_1,None,85.0,,BU06770624
823451,1014850_2,None,15.0,,BU06770624
823530,M000297,None,136.0,,WK067707
823536,1014800_1,None,88.0,,WK067707
823537,1014850_2,None,12.0,,WK067707
823619,M000297,None,136.0,,BU06770725
823625,1014800_1,None,88.0,,BU06770725
823626,1014850_2,None,12.0,,BU06770725
823716,M000297,None,1571.0,,WK067708
823722,1014800_1,None,72.0,,WK067708
823723,1014850_2,None,28.0,,WK067708
823818,M000297,None,1310.0,,BU06770826
823824,1014800_1,None,69.0,,BU06770826
823825,1014850_2,None,31.0,,BU06770826
823915,M000297,None,74.0,,BU06770827
823921,1014800_1,None,97.0,,BU06770827
823922,1014850_2,None,3.0,,BU06770827
824006,M000297,None,187.0,,BU06770828
824012,1014800_1,None,88.0,,BU06770828
824013,1014850_2,None,11.0,,BU06770828
824103,M000297,None,448.0,,WK067709
824109,1014800_1,None,85.0,,WK067709
824110,1014850_2,None,15.0,,WK067709
824196,M000297,None,224.0,,BU06770929
824202,1014800_1,None,79.0,,BU06770929
824203,1014850_2,None,21.0,,BU06770929
824291,M000297,None,52.0,,BU06770930
824296,1014800_1,None,92.0,,BU06770930
824297,1014850_2,None,8.0,,BU06770930
824363,M000297,None,97.0,,BU06770931
824369,1014800_1,None,94.0,,BU06770931
824370,1014850_2,None,6.0,,BU06770931
824450,M000297,None,75.0,,BU06770932
824456,1014800_1,None,91.0,,BU06770932
824457,1014850_2,None,9.0,,BU06770932
824539,M000297,None,234.0,,WK067710
824545,1014800_1,None,82.0,,WK067710
824546,1014850_2,None,18.0,,WK067710
824632,M000297,None,155.0,,BU06771033
824638,1014800_1,None,75.0,,BU06771033
824639,1014850_2,None,25.0,,BU06771033
824719,M000297,None,79.0,,BU06771034
824725,1014800_1,None,95.0,,BU06771034
824726,1014850_2,None,5.0,,BU06771034
824810,M000297,None,950.0,,WK067711
824816,1014800_1,None,78.0,,WK067711
824817,1014850_2,None,21.0,,WK067711
824910,M000297,None,730.0,,BU06771135
824916,1014800_1,None,74.0,,BU06771135
824917,1014850_2,None,26.0,,BU06771135
825011,M000297,None,220.0,,BU06771136
825017,1014800_1,None,92.0,,BU06771136
825018,1014850_2,None,6.0,,BU06771136
825102,M000297,None,262.0,,WK067712
825108,1014800_1,None,79.0,,WK067712
825109,1014850_2,None,21.0,,WK067712
825194,M000297,None,178.0,,BU06771237
825200,1014800_1,None,72.0,,BU06771237
825201,1014850_2,None,28.0,,BU06771237
825290,M000297,None,84.0,,BU06771238
825296,1014800_1,None,93.0,,BU06771238
825297,1014850_2,None,7.0,,BU06771238
825374,M000297,None,172.0,,WK067713
825380,1014800_1,None,90.0,,WK067713
825381,1014850_2,None,8.0,,WK067713
825465,M000297,None,72.0,,BU06771339
825471,1014800_1,None,90.0,,BU06771339
825472,1014850_2,None,10.0,,BU06771339
825543,M000297,None,100.0,,BU06771340
825549,1014800_1,None,89.0,,BU06771340
825550,1014850_2,None,6.0,,BU06771340
825634,M000297,None,5055.0,,GM0678
825640,1014800_1,None,74.0,,GM0678
825641,1014850_2,None,26.0,,GM0678
825737,M000297,None,3476.0,,WK067800
825743,1014800_1,None,74.0,,WK067800
825744,1014850_2,None,26.0,,WK067800
825841,M000297,None,3314.0,,BU06780000
825847,1014800_1,None,73.0,,BU06780000
825848,1014850_2,None,27.0,,BU06780000
825940,M000297,None,162.0,,BU06780009
825946,1014800_1,None,86.0,,BU06780009
825947,1014850_2,None,13.0,,BU06780009
826037,M000297,None,1365.0,,WK067801
826043,1014800_1,None,73.0,,WK067801
826044,1014850_2,None,27.0,,WK067801
826139,M000297,None,1322.0,,BU06780100
826145,1014800_1,None,72.0,,BU06780100
826146,1014850_2,None,27.0,,BU06780100
826237,M000297,None,43.0,,BU06780109
826242,1014800_1,None,95.0,,BU06780109
826243,1014850_2,None,2.0,,BU06780109
826322,M000297,None,214.0,,WK067802
826328,1014800_1,None,79.0,,WK067802
826329,1014850_2,None,21.0,,WK067802
826418,M000297,None,196.0,,BU06780200
826424,1014800_1,None,79.0,,BU06780200
826425,1014850_2,None,21.0,,BU06780200
826500,M000297,None,18.0,,BU06780209
826559,M000297,None,22739.0,,GM0687
