Id,Measure,ValueAttribute,Value,StringValue,RegioS
1234332,1014800_1,None,67.0,,WK172102
1234333,1014850_2,None,33.0,,WK172102
1234430,M000297,None,5044.0,,BU17210200
1234436,1014800_1,None,67.0,,BU17210200
1234437,1014850_2,None,33.0,,BU17210200
1234536,M000297,None,2316.0,,WK172103
1234542,1014800_1,None,67.0,,WK172103
1234543,1014850_2,None,33.0,,WK172103
1234640,M000297,None,2316.0,,BU17210300
1234646,1014800_1,None,67.0,,BU17210300
1234647,1014850_2,None,33.0,,BU17210300
1234741,M000297,None,442.0,,WK172104
1234747,1014800_1,None,85.0,,WK172104
1234748,1014850_2,None,15.0,,WK172104
1234835,M000297,None,442.0,,BU17210400
1234841,1014800_1,None,85.0,,BU17210400
1234842,1014850_2,None,15.0,,BU17210400
1234936,M000297,None,2960.0,,WK172105
1234942,1014800_1,None,75.0,,WK172105
1234943,1014850_2,None,24.0,,WK172105
1235040,M000297,None,2960.0,,BU17210500
1235046,1014800_1,None,75.0,,BU17210500
1235047,1014850_2,None,24.0,,BU17210500
1235141,M000297,None,17.0,,WK172106
1235194,M000297,None,17.0,,BU17210600
1235254,M000297,None,3798.0,,GM1722
1235260,1014800_1,None,68.0,,GM1722
1235261,1014850_2,None,31.0,,GM1722
1235357,M000297,None,1876.0,,WK172200
1235363,1014800_1,None,65.0,,WK172200
1235364,1014850_2,None,34.0,,WK172200
1235461,M000297,None,750.0,,BU17220000
1235467,1014800_1,None,58.0,,BU17220000
1235468,1014850_2,None,42.0,,BU17220000
1235565,M000297,None,545.0,,BU17220001
1235571,1014800_1,None,64.0,,BU17220001
1235572,1014850_2,None,35.0,,BU17220001
1235662,M000297,None,292.0,,BU17220002
1235668,1014800_1,None,67.0,,BU17220002
1235669,1014850_2,None,33.0,,BU17220002
1235758,M000297,None,43.0,,BU17220003
1235763,1014800_1,None,77.0,,BU17220003
1235764,1014850_2,None,23.0,,BU17220003
1235827,M000297,None,75.0,,BU17220007
1235833,1014800_1,None,81.0,,BU17220007
1235834,1014850_2,None,17.0,,BU17220007
1235916,M000297,None,87.0,,BU17220008
1235922,1014800_1,None,86.0,,BU17220008
1235923,1014850_2,None,11.0,,BU17220008
1236004,M000297,None,84.0,,BU17220009
1236010,1014800_1,None,87.0,,BU17220009
1236011,1014850_2,None,13.0,,BU17220009
1236097,M000297,None,1178.0,,WK172201
1236103,1014800_1,None,68.0,,WK172201
1236104,1014850_2,None,32.0,,WK172201
1236200,M000297,None,1033.0,,BU17220100
1236206,1014800_1,None,66.0,,BU17220100
1236207,1014850_2,None,33.0,,BU17220100
1236300,M000297,None,145.0,,BU17220109
1236306,1014800_1,None,79.0,,BU17220109
1236307,1014850_2,None,21.0,,BU17220109
1236397,M000297,None,744.0,,WK172202
1236403,1014800_1,None,77.0,,WK172202
1236404,1014850_2,None,22.0,,WK172202
1236497,M000297,None,459.0,,BU17220200
1236503,1014800_1,None,74.0,,BU17220200
1236504,1014850_2,None,25.0,,BU17220200
1236593,M000297,None,51.0,,BU17220201
1236598,1014800_1,None,75.0,,BU17220201
1236599,1014850_2,None,25.0,,BU17220201
1236670,M000297,None,20.0,,BU17220202
1236675,1014800_1,None,80.0,,BU17220202
1236676,1014850_2,None,20.0,,BU17220202
1236736,M000297,None,41.0,,BU17220203
1236741,1014800_1,None,93.0,,BU17220203
1236742,1014850_2,None,7.0,,BU17220203
1236803,M000297,None,55.0,,BU17220204
1236808,1014800_1,None,84.0,,BU17220204
1236809,1014850_2,None,15.0,,BU17220204
1236879,M000297,None,30.0,,BU17220205
1236884,1014800_1,None,80.0,,BU17220205
1236885,1014850_2,None,20.0,,BU17220205
1236939,M000297,None,17.0,,BU17220206
1236995,M000297,None,32.0,,BU17220208
1237000,1014800_1,None,81.0,,BU17220208
1237001,1014850_2,None,13.0,,BU17220208
1237061,M000297,None,39.0,,BU17220209
1237066,1014800_1,None,82.0,,BU17220209
1237067,1014850_2,None,15.0,,BU17220209
1237133,M000297,None,3984.0,,GM1723
1237139,1014800_1,None,74.0,,GM1723
1237140,1014850_2,None,22.0,,GM1723
1237236,M000297,None,1622.0,,WK172300
1237242,1014800_1,None,73.0,,WK172300
1237243,1014850_2,None,24.0,,WK172300
1237339,M000297,None,1275.0,,BU17230000
1237345,1014800_1,None,71.0,,BU17230000
1237346,1014850_2,None,26.0,,BU17230000
1237437,M000297,None,76.0,,BU17230001
1237443,1014800_1,None,83.0,,BU17230001
1237444,1014850_2,None,17.0,,BU17230001
1237518,M000297,None,271.0,,BU17230009
1237524,1014800_1,None,81.0,,BU17230009
1237525,1014850_2,None,16.0,,BU17230009
1237615,M000297,None,1687.0,,WK172301
1237621,1014800_1,None,73.0,,WK172301
1237622,1014850_2,None,22.0,,WK172301
1237717,M000297,None,1204.0,,BU17230100
1237723,1014800_1,None,70.0,,BU17230100
1237724,1014850_2,None,25.0,,BU17230100
1237821,M000297,None,259.0,,BU17230108
1237827,1014800_1,None,80.0,,BU17230108
1237828,1014850_2,None,17.0,,BU17230108
1237912,M000297,None,224.0,,BU17230109
1237918,1014800_1,None,82.0,,BU17230109
1237919,1014850_2,None,17.0,,BU17230109
1238009,M000297,None,485.0,,WK172302
1238015,1014800_1,None,79.0,,WK172302
1238016,1014850_2,None,19.0,,WK172302
1238104,M000297,None,239.0,,BU17230200
1238110,1014800_1,None,81.0,,BU17230200
1238111,1014850_2,None,18.0,,BU17230200
1238198,M000297,None,156.0,,BU17230208
1238204,1014800_1,None,76.0,,BU17230208
1238205,1014850_2,None,21.0,,BU17230208
1238291,M000297,None,90.0,,BU17230209
1238297,1014800_1,None,81.0,,BU17230209
1238298,1014850_2,None,17.0,,BU17230209
1238380,M000297,None,171.0,,WK172308
1238386,1014800_1,None,81.0,,WK172308
1238387,1014850_2,None,16.0,,WK172308
1238469,M000297,None,171.0,,BU17230809
1238475,1014800_1,None,81.0,,BU17230809
1238476,1014850_2,None,16.0,,BU17230809
1238560,M000297,None,19.0,,WK172309
1238612,M000297,None,19.0,,BU17230909
1238672,M000297,None,7573.0,,GM1724
1238678,1014800_1,None,78.0,,GM1724
1238679,1014850_2,None,22.0,,GM1724
1238775,M000297,None,4241.0,,WK172400
1238781,1014800_1,None,75.0,,WK172400
1238782,1014850_2,None,24.0,,WK172400
1238879,M000297,None,3607.0,,BU17240000
1238885,1014800_1,None,74.0,,BU17240000
1238886,1014850_2,None,26.0,,BU17240000
1238984,M000297,None,355.0,,BU17240001
1238990,1014800_1,None,81.0,,BU17240001
1238991,1014850_2,None,16.0,,BU17240001
1239079,M000297,None,77.0,,BU17240002
1239085,1014800_1,None,73.0,,BU17240002
1239086,1014850_2,None,25.0,,BU17240002
1239166,M000297,None,86.0,,BU17240008
1239171,1014800_1,None,85.0,,BU17240008
1239172,1014850_2,None,12.0,,BU17240008
1239250,M000297,None,116.0,,BU17240009
1239256,1014800_1,None,88.0,,BU17240009
1239257,1014850_2,None,10.0,,BU17240009
1239340,M000297,None,274.0,,WK172401
1239346,1014800_1,None,88.0,,WK172401
1239347,1014850_2,None,10.0,,WK172401
1239433,M000297,None,214.0,,BU17240100
1239439,1014800_1,None,88.0,,BU17240100
1239440,1014850_2,None,10.0,,BU17240100
1239528,M000297,None,60.0,,BU17240109
1239533,1014800_1,None,87.0,,BU17240109
1239534,1014850_2,None,8.0,,BU17240109
1239618,M000297,None,1270.0,,WK172402
1239624,1014800_1,None,80.0,,WK172402
1239625,1014850_2,None,19.0,,WK172402
1239720,M000297,None,1031.0,,BU17240200
1239726,1014800_1,None,79.0,,BU17240200
1239727,1014850_2,None,21.0,,BU17240200
1239818,M000297,None,72.0,,BU17240201
1239824,1014800_1,None,86.0,,BU17240201
1239825,1014850_2,None,7.0,,BU17240201
1239906,M000297,None,167.0,,BU17240209
1239912,1014800_1,None,88.0,,BU17240209
1239913,1014850_2,None,11.0,,BU17240209
1240001,M000297,None,965.0,,WK172403
1240007,1014800_1,None,81.0,,WK172403
1240008,1014850_2,None,18.0,,WK172403
1240103,M000297,None,606.0,,BU17240300
1240109,1014800_1,None,76.0,,BU17240300
1240110,1014850_2,None,23.0,,BU17240300
1240205,M000297,None,168.0,,BU17240301
1240211,1014800_1,None,95.0,,BU17240301
1240212,1014850_2,None,5.0,,BU17240301
1240296,M000297,None,191.0,,BU17240309
1240302,1014800_1,None,85.0,,BU17240309
1240303,1014850_2,None,12.0,,BU17240309
1240393,M000297,None,823.0,,WK172404
1240399,1014800_1,None,80.0,,WK172404
1240400,1014850_2,None,19.0,,WK172404
1240495,M000297,None,659.0,,BU17240400
1240501,1014800_1,None,78.0,,BU17240400
1240502,1014850_2,None,22.0,,BU17240400
1240594,M000297,None,144.0,,BU17240401
1240600,1014800_1,None,86.0,,BU17240401
1240601,1014850_2,None,8.0,,BU17240401
1240688,M000297,None,20.0,,BU17240409
1240693,1014800_1,None,80.0,,BU17240409
1240694,1014850_2,None,20.0,,BU17240409
1240754,M000297,None,8076.0,,GM1728
1240760,1014800_1,None,71.0,,GM1728
1240761,1014850_2,None,29.0,,GM1728
1240857,M000297,None,4302.0,,WK172800
1240863,1014800_1,None,69.0,,WK172800
1240864,1014850_2,None,31.0,,WK172800
1240961,M000297,None,4083.0,,BU17280000
1240967,1014800_1,None,69.0,,BU17280000
1240968,1014850_2,None,31.0,,BU17280000
1241061,M000297,None,56.0,,BU17280001
1241066,1014800_1,None,43.0,,BU17280001
1241067,1014850_2,None,54.0,,BU17280001
1241141,M000297,None,98.0,,BU17280008
1241147,1014800_1,None,82.0,,BU17280008
1241148,1014850_2,None,17.0,,BU17280008
1241228,M000297,None,65.0,,BU17280009
1241233,1014800_1,None,69.0,,BU17280009
1241234,1014850_2,None,31.0,,BU17280009
1241318,M000297,None,346.0,,WK172801
1241324,1014800_1,None,77.0,,WK172801
1241325,1014850_2,None,23.0,,WK172801
1241417,M000297,None,309.0,,BU17280100
1241423,1014800_1,None,77.0,,BU17280100
1241424,1014850_2,None,22.0,,BU17280100
1241512,M000297,None,37.0,,BU17280109
1241517,1014800_1,None,73.0,,BU17280109
1241518,1014850_2,None,24.0,,BU17280109
1241589,M000297,None,2176.0,,WK172802
1241595,1014800_1,None,71.0,,WK172802
1241596,1014850_2,None,29.0,,WK172802
1241693,M000297,None,2032.0,,BU17280200
1241699,1014800_1,None,70.0,,BU17280200
1241700,1014850_2,None,29.0,,BU17280200
1241783,M000297,None,7.0,,BU17280201
1241839,M000297,None,38.0,,BU17280202
1241844,1014800_1,None,84.0,,BU17280202
1241845,1014850_2,None,16.0,,BU17280202
1241912,M000297,None,99.0,,BU17280209
1241918,1014800_1,None,81.0,,BU17280209
1241919,1014850_2,None,18.0,,BU17280209
1242005,M000297,None,850.0,,WK172803
1242011,1014800_1,None,74.0,,WK172803
1242012,1014850_2,None,26.0,,WK172803
1242107,M000297,None,724.0,,BU17280300
1242113,1014800_1,None,72.0,,BU17280300
1242114,1014850_2,None,28.0,,BU17280300
1242206,M000297,None,87.0,,BU17280301
1242212,1014800_1,None,84.0,,BU17280301
1242213,1014850_2,None,15.0,,BU17280301
1242296,M000297,None,39.0,,BU17280309
1242301,1014800_1,None,87.0,,BU17280309
1242302,1014850_2,None,13.0,,BU17280309
1242367,M000297,None,402.0,,WK172804
1242373,1014800_1,None,84.0,,WK172804
1242374,1014850_2,None,16.0,,WK172804
1242460,M000297,None,385.0,,BU17280400
1242466,1014800_1,None,84.0,,BU17280400
1242467,1014850_2,None,16.0,,BU17280400
1242544,M000297,None,17.0,,BU17280409
1242602,M000297,None,6636.0,,GM1729
1242608,1014800_1,None,66.0,,GM1729
1242609,1014850_2,None,33.0,,GM1729
1242705,M000297,None,2131.0,,WK172900
1242711,1014800_1,None,57.0,,WK172900
1242712,1014850_2,None,42.0,,WK172900
1242809,M000297,None,1662.0,,BU17290000
1242815,1014800_1,None,52.0,,BU17290000
1242816,1014850_2,None,47.0,,BU17290000
1242908,M000297,None,85.0,,BU17290001
1242914,1014800_1,None,75.0,,BU17290001
1242915,1014850_2,None,20.0,,BU17290001
1243000,M000297,None,116.0,,BU17290002
1243006,1014800_1,None,72.0,,BU17290002
1243007,1014850_2,None,27.0,,BU17290002
1243096,M000297,None,219.0,,BU17290003
1243102,1014800_1,None,74.0,,BU17290003
1243103,1014850_2,None,26.0,,BU17290003
1243192,M000297,None,49.0,,BU17290009
1243197,1014800_1,None,69.0,,BU17290009
1243198,1014850_2,None,29.0,,BU17290009
1243271,M000297,None,1178.0,,WK172901
1243277,1014800_1,None,65.0,,WK172901
1243278,1014850_2,None,34.0,,WK172901
1243373,M000297,None,901.0,,BU17290100
1243379,1014800_1,None,60.0,,BU17290100
1243380,1014850_2,None,39.0,,BU17290100
1243471,M000297,None,117.0,,BU17290101
1243477,1014800_1,None,78.0,,BU17290101
1243478,1014850_2,None,22.0,,BU17290101
1243566,M000297,None,82.0,,BU17290102
1243572,1014800_1,None,87.0,,BU17290102
1243573,1014850_2,None,13.0,,BU17290102
1243652,M000297,None,43.0,,BU17290103
1243657,1014800_1,None,74.0,,BU17290103
1243658,1014850_2,None,23.0,,BU17290103
1243724,M000297,None,35.0,,BU17290109
1243729,1014800_1,None,77.0,,BU17290109
1243730,1014850_2,None,20.0,,BU17290109
1243796,M000297,None,749.0,,WK172902
1243802,1014800_1,None,76.0,,WK172902
1243803,1014850_2,None,23.0,,WK172902
1243898,M000297,None,648.0,,BU17290200
1243904,1014800_1,None,75.0,,BU17290200
1243905,1014850_2,None,24.0,,BU17290200
1243996,M000297,None,62.0,,BU17290201
1244002,1014800_1,None,82.0,,BU17290201
1244003,1014850_2,None,16.0,,BU17290201
1244088,M000297,None,32.0,,BU17290202
1244093,1014800_1,None,91.0,,BU17290202
1244094,1014850_2,None,9.0,,BU17290202
1244146,M000297,None,7.0,,BU17290209
1244202,M000297,None,855.0,,WK172903
1244208,1014800_1,None,69.0,,WK172903
1244209,1014850_2,None,29.0,,WK172903
1244304,M000297,None,314.0,,BU17290300
1244310,1014800_1,None,72.0,,BU17290300
1244311,1014850_2,None,27.0,,BU17290300
1244401,M000297,None,185.0,,BU17290301
1244407,1014800_1,None,70.0,,BU17290301
1244408,1014850_2,None,30.0,,BU17290301
1244497,M000297,None,340.0,,BU17290302
1244503,1014800_1,None,67.0,,BU17290302
1244504,1014850_2,None,31.0,,BU17290302
1244595,M000297,None,16.0,,BU17290309
1244658,M000297,None,936.0,,WK172904
1244664,1014800_1,None,67.0,,WK172904
1244665,1014850_2,None,32.0,,WK172904
1244760,M000297,None,717.0,,BU17290400
1244766,1014800_1,None,63.0,,BU17290400
1244767,1014850_2,None,37.0,,BU17290400
1244858,M000297,None,45.0,,BU17290401
1244863,1014800_1,None,73.0,,BU17290401
1244864,1014850_2,None,27.0,,BU17290401
1244932,M000297,None,105.0,,BU17290402
1244938,1014800_1,None,84.0,,BU17290402
1244939,1014850_2,None,15.0,,BU17290402
1245025,M000297,None,69.0,,BU17290409
1245031,1014800_1,None,83.0,,BU17290409
1245032,1014850_2,None,16.0,,BU17290409
1245118,M000297,None,511.0,,WK172905
1245124,1014800_1,None,73.0,,WK172905
1245125,1014850_2,None,26.0,,WK172905
1245218,M000297,None,361.0,,BU17290500
1245224,1014800_1,None,70.0,,BU17290500
1245225,1014850_2,None,29.0,,BU17290500
1245315,M000297,None,57.0,,BU17290501
1245321,1014800_1,None,86.0,,BU17290501
1245322,1014850_2,None,14.0,,BU17290501
1245395,M000297,None,93.0,,BU17290509
1245401,1014800_1,None,76.0,,BU17290509
1245402,1014850_2,None,23.0,,BU17290509
1245484,M000297,None,276.0,,WK172906
1245490,1014800_1,None,82.0,,WK172906
1245491,1014850_2,None,17.0,,WK172906
1245577,M000297,None,176.0,,BU17290600
1245583,1014800_1,None,81.0,,BU17290600
1245584,1014850_2,None,19.0,,BU17290600
1245672,M000297,None,58.0,,BU17290601
1245678,1014800_1,None,78.0,,BU17290601
1245679,1014850_2,None,19.0,,BU17290601
1245762,M000297,None,24.0,,BU17290602
1245767,1014800_1,None,92.0,,BU17290602
1245768,1014850_2,None,8.0,,BU17290602
1245820,M000297,None,18.0,,BU17290603
1245881,M000297,None,13989.0,,GM1730
1245887,1014800_1,None,72.0,,GM1730
1245888,1014850_2,None,26.0,,GM1730
1245984,M000297,None,3357.0,,WK173000
1245990,1014800_1,None,68.0,,WK173000
1245991,1014850_2,None,29.0,,WK173000
1246088,M000297,None,1931.0,,BU17300000
1246094,1014800_1,None,65.0,,BU17300000
1246095,1014850_2,None,31.0,,BU17300000
1246194,M000297,None,1422.0,,BU17300001
1246200,1014800_1,None,74.0,,BU17300001
1246201,1014850_2,None,26.0,,BU17300001
1246279,M000297,None,4.0,,BU17300009
1246328,M000297,None,164.0,,WK173001
1246334,1014800_1,None,83.0,,WK173001
1246335,1014850_2,None,16.0,,WK173001
1246419,M000297,None,143.0,,BU17300100
1246425,1014800_1,None,81.0,,BU17300100
1246426,1014850_2,None,17.0,,BU17300100
1246513,M000297,None,21.0,,BU17300109
1246518,1014800_1,None,95.0,,BU17300109
1246519,1014850_2,None,5.0,,BU17300109
1246583,M000297,None,128.0,,WK173002
1246589,1014800_1,None,87.0,,WK173002
1246590,1014850_2,None,13.0,,WK173002
1246679,M000297,None,104.0,,BU17300200
1246685,1014800_1,None,88.0,,BU17300200
1246686,1014850_2,None,13.0,,BU17300200
1246761,M000297,None,24.0,,BU17300209
1246766,1014800_1,None,83.0,,BU17300209
1246767,1014850_2,None,13.0,,BU17300209
1246826,M000297,None,159.0,,WK173003
1246832,1014800_1,None,81.0,,WK173003
1246833,1014850_2,None,17.0,,WK173003
1246916,M000297,None,78.0,,BU17300300
1246922,1014800_1,None,88.0,,BU17300300
1246923,1014850_2,None,9.0,,BU17300300
1247001,M000297,None,81.0,,BU17300309
1247007,1014800_1,None,74.0,,BU17300309
1247008,1014850_2,None,25.0,,BU17300309
1247096,M000297,None,759.0,,WK173004
1247102,1014800_1,None,82.0,,WK173004
1247103,1014850_2,None,17.0,,WK173004
1247196,M000297,None,610.0,,BU17300400
1247202,1014800_1,None,81.0,,BU17300400
1247203,1014850_2,None,18.0,,BU17300400
1247292,M000297,None,133.0,,BU17300401
1247298,1014800_1,None,95.0,,BU17300401
1247299,1014850_2,None,5.0,,BU17300401
1247387,M000297,None,10.0,,BU17300402
1247427,M000297,None,6.0,,BU17300403
1247475,M000297,None,166.0,,WK173005
1247481,1014800_1,None,77.0,,WK173005
1247482,1014850_2,None,21.0,,WK173005
1247568,M000297,None,133.0,,BU17300500
1247574,1014800_1,None,75.0,,BU17300500
1247575,1014850_2,None,23.0,,BU17300500
1247656,M000297,None,33.0,,BU17300509
1247661,1014800_1,None,82.0,,BU17300509
1247662,1014850_2,None,12.0,,BU17300509
1247728,M000297,None,1684.0,,WK173006
1247734,1014800_1,None,71.0,,WK173006
1247735,1014850_2,None,28.0,,WK173006
1247830,M000297,None,1678.0,,BU17300600
1247836,1014800_1,None,71.0,,BU17300600
1247837,1014850_2,None,28.0,,BU17300600
1247914,M000297,None,6.0,,BU17300609
1247969,M000297,None,3100.0,,WK173007
1247975,1014800_1,None,62.0,,WK173007
1247976,1014850_2,None,34.0,,WK173007
1248073,M000297,None,2871.0,,BU17300700
1248079,1014800_1,None,64.0,,BU17300700
1248080,1014850_2,None,35.0,,BU17300700
1248178,M000297,None,182.0,,BU17300701
1248252,M000297,None,47.0,,BU17300709
1248257,1014800_1,None,89.0,,BU17300709
1248258,1014850_2,None,11.0,,BU17300709
1248332,M000297,None,592.0,,WK173008
1248338,1014800_1,None,88.0,,WK173008
1248339,1014850_2,None,10.0,,WK173008
1248430,M000297,None,103.0,,BU17300800
1248436,1014800_1,None,83.0,,BU17300800
1248437,1014850_2,None,14.0,,BU17300800
1248527,M000297,None,489.0,,BU17300809
1248533,1014800_1,None,90.0,,BU17300809
1248534,1014850_2,None,10.0,,BU17300809
1248628,M000297,None,1803.0,,WK173009
1248634,1014800_1,None,70.0,,WK173009
1248635,1014850_2,None,29.0,,WK173009
1248732,M000297,None,1742.0,,BU17300900
1248738,1014800_1,None,71.0,,BU17300900
1248739,1014850_2,None,28.0,,BU17300900
1248831,M000297,None,61.0,,BU17300909
1248836,1014800_1,None,34.0,,BU17300909
1248837,1014850_2,None,54.0,,BU17300909
1248911,M000297,None,181.0,,WK173010
1248917,1014800_1,None,88.0,,WK173010
1248918,1014850_2,None,10.0,,WK173010
1249002,M000297,None,147.0,,BU17301000
1249008,1014800_1,None,90.0,,BU17301000
1249009,1014850_2,None,10.0,,BU17301000
1249096,M000297,None,34.0,,BU17301009
1249101,1014800_1,None,79.0,,BU17301009
1249102,1014850_2,None,15.0,,BU17301009
1249161,M000297,None,121.0,,WK173011
1249167,1014800_1,None,89.0,,WK173011
1249168,1014850_2,None,8.0,,WK173011
1249247,M000297,None,57.0,,BU17301100
1249253,1014800_1,None,89.0,,BU17301100
1249254,1014850_2,None,9.0,,BU17301100
1249322,M000297,None,30.0,,BU17301101
1249327,1014800_1,None,90.0,,BU17301101
1249328,1014850_2,None,7.0,,BU17301101
1249374,M000297,None,6.0,,BU17301108
1249423,M000297,None,28.0,,BU17301109
1249428,1014800_1,None,86.0,,BU17301109
1249429,1014850_2,None,11.0,,BU17301109
1249495,M000297,None,455.0,,WK173012
1249501,1014800_1,None,79.0,,WK173012
1249502,1014850_2,None,19.0,,WK173012
1249589,M000297,None,340.0,,BU17301200
1249595,1014800_1,None,77.0,,BU17301200
1249596,1014850_2,None,22.0,,BU17301200
1249684,M000297,None,86.0,,BU17301201
1249690,1014800_1,None,88.0,,BU17301201
1249691,1014850_2,None,7.0,,BU17301201
1249757,M000297,None,9.0,,BU17301208
1249796,M000297,None,20.0,,BU17301209
1249801,1014800_1,None,85.0,,BU17301209
